id,focus,signal,slack,drag,confidence,score,lane,kind,invariant
g035,partition skew,117,22,17,64,252,ship,recovery,confidence-floor
g036,quality gap,67,35,14,75,188,ship,negative,lane-boundary
g037,schema drift,90,9,22,85,186,ship,baseline,monotonic-signal
g038,lineage depth,61,33,7,94,221,ship,edge,drag-penalty
g039,partition skew,94,48,43,103,167,watch,recovery,confidence-floor
g040,quality gap,114,58,41,69,191,ship,negative,lane-boundary
g041,schema drift,39,65,42,91,66,hold,baseline,monotonic-signal
g042,lineage depth,49,36,23,29,71,hold,edge,drag-penalty
g043,partition skew,102,24,36,46,130,watch,recovery,confidence-floor
g044,quality gap,44,21,44,102,35,hold,negative,lane-boundary
g045,schema drift,62,57,7,48,201,ship,baseline,monotonic-signal
g046,lineage depth,31,42,11,69,129,watch,edge,drag-penalty
g047,partition skew,63,37,36,84,103,hold,recovery,confidence-floor
g048,quality gap,82,37,8,53,222,ship,negative,lane-boundary
g049,schema drift,95,75,16,85,286,ship,baseline,monotonic-signal
g050,lineage depth,105,26,43,62,126,watch,edge,drag-penalty
g051,partition skew,114,74,37,98,252,ship,recovery,confidence-floor
g052,quality gap,34,31,14,35,78,hold,negative,lane-boundary
g053,schema drift,85,47,25,51,168,watch,baseline,monotonic-signal
g054,lineage depth,70,66,11,63,225,ship,edge,drag-penalty
g055,partition skew,110,34,6,74,304,ship,recovery,confidence-floor
g056,quality gap,90,21,26,84,181,ship,negative,lane-boundary
g057,schema drift,39,17,37,93,40,hold,baseline,monotonic-signal
g058,lineage depth,105,17,44,102,153,watch,edge,drag-penalty
g059,partition skew,98,20,41,68,120,watch,recovery,confidence-floor
g060,quality gap,54,59,7,90,229,ship,negative,lane-boundary
g061,schema drift,35,46,34,28,8,hold,baseline,monotonic-signal
g062,lineage depth,73,42,28,45,121,watch,edge,drag-penalty
g063,partition skew,49,77,26,101,172,watch,recovery,confidence-floor
g064,quality gap,43,27,27,47,52,hold,negative,lane-boundary
g065,schema drift,88,40,8,68,252,ship,baseline,monotonic-signal
g066,lineage depth,70,14,21,83,153,watch,edge,drag-penalty
g067,partition skew,108,38,29,52,190,ship,recovery,confidence-floor
g068,quality gap,43,53,34,84,87,hold,negative,lane-boundary
g069,schema drift,102,63,38,61,176,watch,baseline,monotonic-signal
g070,lineage depth,47,70,21,97,177,watch,edge,drag-penalty
g071,partition skew,67,41,35,34,69,hold,recovery,confidence-floor
g072,quality gap,80,29,43,50,67,hold,negative,lane-boundary
g073,schema drift,90,26,28,62,156,watch,baseline,monotonic-signal
g074,lineage depth,55,62,22,73,157,watch,edge,drag-penalty
g075,partition skew,85,47,41,83,136,watch,recovery,confidence-floor
g076,quality gap,103,42,10,92,300,ship,negative,lane-boundary
g077,schema drift,72,42,38,101,135,watch,baseline,monotonic-signal
g078,lineage depth,104,10,33,67,153,watch,edge,drag-penalty
g079,partition skew,35,31,11,89,146,watch,recovery,confidence-floor
g080,quality gap,48,9,22,27,44,hold,negative,lane-boundary
g081,schema drift,58,36,29,44,80,hold,baseline,monotonic-signal
g082,lineage depth,67,52,26,100,182,ship,edge,drag-penalty
g083,partition skew,75,71,34,46,131,watch,recovery,confidence-floor
g084,quality gap,38,39,19,67,106,hold,negative,lane-boundary
g085,schema drift,111,26,13,82,278,ship,baseline,monotonic-signal
g086,lineage depth,63,22,11,51,155,watch,edge,drag-penalty
g087,partition skew,43,22,12,83,143,watch,recovery,confidence-floor
g088,quality gap,80,25,35,60,105,hold,negative,lane-boundary
g089,schema drift,58,64,6,96,252,ship,baseline,monotonic-signal
g090,lineage depth,51,51,14,33,130,watch,edge,drag-penalty
g091,partition skew,95,47,19,49,210,ship,recovery,confidence-floor
g092,quality gap,76,12,23,61,133,watch,negative,lane-boundary
g093,schema drift,114,32,6,72,308,ship,baseline,monotonic-signal
g094,lineage depth,90,45,20,82,227,ship,edge,drag-penalty
g095,partition skew,84,19,28,91,166,watch,recovery,confidence-floor
g096,quality gap,41,43,13,100,173,watch,negative,lane-boundary
